Loading HF Config...
Loading HF model with dtype=torch.bfloat16...
n_params=6649286656
Placing model on device='cuda:0'...

Loading HF tokenizer...
NOT using autocast...

Generate seed:
42

Generate kwargs:
{'max_new_tokens': 10, 'temperature': 0.0, 'top_p': 1.0, 'top_k': 50, 'repetition_penalty': 1.0, 'no_repeat_ngram_size': 0, 'use_cache': True, 'do_sample': False, 'eos_token_id': 0, 'pad_token_id': 0}

Tokenizing prompts...
Warming up...
Generating responses...
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 757+50=[0m807; 693+723=1316
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 428+215=[0m643; 623+822=1245
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 807+74=[0m871; 765+923=1678
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 244+328=[0m672; 719+928=1447
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 26+448=[0m474; 748+913=1561
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 666+193=[0m869; 813+789=17
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 30+159=[0m179; 729+913=1532
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 821+569=[0m1190; 789+979=17
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 46+835=[0m883; 739+739=1588
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 53+666=[0m709; 729+928=1457
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 378+850=[0m1218; 729+918=14
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 262+794=[0m946; 722+932=11
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 458+612=[0m1070; 728+979=11
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 958+503=[0m1561; 648+979=14
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 650+21=[0m671; 645+9=656; 7
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 198+46=[0m254; 729+932=1661
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 442+733=[0m1095; 623+845=13
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 926+175=[0m1101; 648+928=16
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 167+707=[0m874; 721+962=1383
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 759+655=[0m1314; 693+828=14
####################################################################################################
bs=128, input_tokens=array([86, 85, 85, 85, 85, 85, 85, 86, 86, 86, 85, 85, 85, 86, 85, 86, 85,
       85, 85, 86, 86, 85, 85, 85, 85, 85, 85, 85, 86, 87, 85, 86, 85, 86,
       85, 87, 85, 85, 85, 86, 86, 85, 85, 86, 86, 86, 85, 85, 85, 86, 85,
       85, 85, 85, 85, 86, 86, 85, 85, 85, 85, 86, 86, 86, 87, 85, 86, 85,
       85, 85, 85, 85, 86, 85, 86, 85, 85, 86, 85, 86, 86, 85, 86, 85, 86,
       85, 86, 85, 86, 85, 85, 86, 85, 85, 85, 85, 85, 85, 86, 85, 86, 86,
       85, 86, 86, 85, 85, 85, 85, 85, 86, 85, 85, 85, 85, 87, 86, 85, 85,
       85, 85, 86, 85, 85, 86, 86, 85, 86]), output_tokens=array([10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10,
       10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10,
       10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10,
       10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10,
       10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10,
       10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10,
       10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10,
       10, 10, 10, 10, 10, 10, 10, 10, 10])
total_input_tokens=10932, total_output_tokens=1280
encode_latency=6.31ms, gen_latency=1151.46ms, decode_latency=6.43ms, total_latency=1164.21ms
latency_per_output_token=0.91ms/tok
output_tok_per_sec=1099.46tok/sec

Tokenizing prompts...
Generating responses...
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 255+977=[0m1334; 729+928=15
####################################################################################################
